,Total Household Income
32978,39485
32979,22947
32980,142723
32981,61464
32982,101612
32983,63315
32984,59712
32985,100826
32986,50693
32987,31957
32988,22312
32989,28248
32990,41130
32991,38818
32992,35227
32993,109509
32994,26302
32995,18004
32996,21049
32997,42904
32998,78376
32999,37907
33000,102080
33001,398585
33002,29924
33003,40465
33004,90850
33005,1081096
33006,158176
33007,256904
33008,38400
33009,100823
33010,356483
33011,1012729
33012,304356
33013,142735
33014,155187
33015,136875
33016,86863
33017,163650
33018,110824
33019,102129
33020,101934
33021,105580
33022,103720
33023,104210
33024,129604
33025,132118
33026,87740
33027,99070
33028,101330
33029,88957
33030,109874
33031,115620
33032,86270
33033,51726
33034,92375
33035,120874
33036,96110
33037,101790
33038,111342
33039,109485
33040,122158
33041,506864
33042,101050
33043,113685
33044,109955
33045,99770
33046,285490
33047,108975
33048,105320
33049,119840
33050,122650
33051,118050
33052,105895
33053,94966
33054,134190
33055,116126
33056,131105
33057,112510
33058,126254
33059,124335
33060,141051
33061,101636
33062,83850
33063,121976
33064,161936
33065,140792
33066,110710
33067,162376
33068,123177
33069,137068
33070,528259
33071,112460
33072,113918
33073,138822
33074,124425
33075,107624
33076,111755
33077,109110
33078,77086
33079,83990
33080,122512
33081,154920
33082,524604
33083,214360
33084,100100
33085,730150
33086,211420
33087,199000
33088,149288
33089,306400
33090,101300
33091,230400
33092,478804
33093,324000
33094,125200
33095,121500
33096,213020
33097,298640
33098,145045
33099,530200
33100,67100
33101,254970
33102,241400
33103,107200
33104,111480
33105,127815
33106,85910
33107,674285
33108,503450
33109,170990
33110,344025
33111,499100
33112,535600
33113,190460
33114,172280
33115,455950
33116,382380
33117,176632
33118,162860
33119,507230
33120,629850
33121,266560
33122,207020
33123,233890
33124,417930
33125,496100
33126,189310
33127,496800
33128,426330
33129,181530
33130,406750
33131,548450
33132,324550
33133,148946
33134,86700
33135,103000
33136,109380
33137,67820
33138,84950
33139,95900
33140,132920
33141,101840
33142,106200
33143,135580
33144,91280
33145,161560
33146,75930
33147,144700
33148,90200
33149,140580
33150,97020
33151,139360
33152,113140
33153,155850
33154,119830
33155,127620
33156,120620
33157,104020
33158,96475
33159,217210
33160,44780
33161,59100
33162,52880
33163,114740
33164,133170
33165,132100
33166,269040
33167,98980
33168,118300
33169,86730
33170,94600
33171,141910
33172,157660
33173,118175
33174,142750
33175,125898
33176,137600
33177,143200
33178,137380
33179,83720
33180,131880
33181,210930
33182,156890
33183,139200
33184,128770
33185,138210
33186,139530
33187,142680
33188,122600
33189,124120
33190,78038
33191,66140
33192,133726
33193,97476
33194,88630
33195,127208
33196,97898
33197,75790
33198,97865
33199,82835
33200,94810
33201,87638
33202,136156
33203,102460
33204,110310
33205,64978
33206,100143
33207,110230
33208,126576
33209,113523
33210,106050
33211,102321
33212,109793
33213,93914
33214,110560
33215,90820
33216,120150
33217,221480
33218,91635
33219,98630
33220,107580
33221,120704
33222,115325
33223,97820
33224,129538
33225,103860
33226,118405
33227,101470
33228,102860
33229,95510
33230,100957
33231,88420
33232,93953
33233,110210
33234,104530
33235,97650
33236,106696
33237,94450
33238,110975
33239,109950
33240,107670
33241,97910
33242,117510
33243,89640
33244,101732
33245,112015
33246,151350
33247,99578
33248,120310
33249,125818
33250,122168
33251,134396
33252,111040
33253,126096
33254,108920
33255,129788
33256,120310
33257,111760
33258,131430
33259,102371
33260,100424
33261,137432
33262,125395
33263,118425
33264,118920
33265,101150
33266,114212
33267,116384
33268,116630
33269,118740
33270,94595
33271,120170
33272,123410
33273,106842
33274,125820
33275,98610
33276,116438
33277,91300
33278,178288
33279,156992
33280,165838
33281,182850
33282,141275
33283,161300
33284,118488
33285,146900
33286,78695
33287,148210
33288,170820
33289,99470
33290,80895
33291,100300
33292,142015
33293,191400
33294,140096
33295,126600
33296,80315
33297,105285
33298,103552
33299,120030
33300,231284
33301,109940
33302,127674
33303,115720
33304,77193
33305,106874
33306,105644
33307,96359
33308,221287
33309,94213
33310,85098
33311,102088
33312,73616
33313,104697
33314,136272
33315,100082
33316,110965
33317,81594
33318,87826
33319,100094
33320,113596
33321,114584
33322,125940
33323,75653
33324,113396
33325,96303
33326,87097
33327,91853
33328,86314
33329,134145
33330,106658
33331,91505
33332,110163
33333,122310
33334,96477
33335,94145
33336,100290
33337,101532
33338,86601
33339,64732
33340,75200
33341,143562
33342,113465
33343,136416
33344,69080
33345,125599
33346,77016
33347,151030
33348,171600
33349,104550
33350,167880
33351,89650
33352,127200
33353,81140
33354,111450
33355,194720
33356,116282
33357,141700
33358,93260
33359,165230
33360,125790
33361,123250
33362,160400
33363,232690
33364,114840
33365,96820
33366,84460
33367,89540
33368,136760
33369,126960
33370,161740
33371,123000
33372,246600
33373,139440
33374,309803
33375,145300
33376,117864
33377,92400
33378,151700
33379,135540
33380,110900
33381,61400
33382,138600
33383,120720
33384,135470
33385,89460
33386,135230
33387,114130
33388,101900
33389,97360
33390,93710
33391,106260
33392,93580
33393,129740
33394,99827
33395,92745
33396,152074
33397,147400
33398,108884
33399,106200
33400,100260
33401,145745
33402,99680
33403,166850
33404,100705
33405,115004
33406,125760
33407,91811
33408,93296
33409,130552
33410,103860
33411,133246
33412,133568
33413,88085
33414,105575
33415,87785
33416,160268
33417,90116
33418,88830
33419,178926
33420,115535
33421,107705
33422,122690
33423,112460
33424,89740
33425,92853
33426,116570
33427,109239
33428,124272
33429,109614
33430,114760
33431,113850
33432,119320
33433,135641
33434,125770
33435,125972
33436,105895
33437,97940
33438,126370
33439,155555
33440,99220
33441,168490
33442,126740
33443,152100
33444,118770
33445,91886
33446,127200
33447,93050
33448,86860
33449,184480
33450,125240
33451,99850
33452,94550
33453,145333
33454,79088
33455,140495
33456,225840
33457,143390
33458,117440
33459,78060
33460,146060
33461,140490
33462,124410
33463,162800
33464,154990
33465,120510
33466,124290
33467,99480
33468,86584
33469,100365
33470,104500
33471,113300
33472,111010
33473,122550
33474,84600
33475,88250
33476,107050
33477,87320
33478,93176
33479,110550
33480,94900
33481,108300
33482,133422
33483,101828
33484,135376
33485,143160
33486,168535
33487,112520
33488,141660
33489,121310
33490,90410
33491,157150
33492,113690
33493,141610
33494,118576
33495,115155
33496,127242
33497,95021
33498,120762
33499,110300
33500,106635
33501,148323
33502,95380
33503,119400
33504,116480
33505,132800
33506,117050
33507,136010
33508,141100
33509,162870
33510,172676
33511,119497
33512,123360
33513,176510
33514,108500
33515,108696
33516,134220
33517,89310
33518,160070
33519,104480
33520,102334
33521,107014
33522,107620
33523,86722
33524,96289
33525,116961
33526,130432
33527,146806
33528,175750
33529,110855
33530,108792
33531,120690
33532,107016
33533,151879
33534,165895
33535,166049
33536,105095
33537,159700
33538,135822
33539,149110
33540,209544
33541,243505
33542,161759
33543,222250
33544,112380
33545,151260
33546,172564
33547,140413
33548,120162
33549,93619
33550,138723
33551,122850
33552,137440
33553,284099
33554,335655
33555,141718
33556,149260
33557,177230
33558,119360
33559,148118
33560,152730
33561,153417
33562,397870
33563,154580
33564,254170
33565,143020
33566,145570
33567,122250
33568,117500
33569,114580
33570,121000
33571,123020
33572,126904
33573,122870
33574,165240
33575,131835
33576,122450
33577,183789
33578,114640
33579,128747
33580,129860
33581,126280
33582,113964
33583,110508
33584,136952
33585,135270
33586,123610
33587,112810
33588,132285
33589,119012
33590,133510
33591,117010
33592,304810
33593,111142
33594,135330
33595,191716
33596,208440
33597,126958
33598,226600
33599,107820
33600,97435
33601,123850
33602,250810
33603,118310
33604,148200
33605,139100
33606,135750
33607,153690
33608,118540
33609,163200
33610,158740
33611,164355
33612,192900
33613,162662
33614,125970
33615,268270
33616,137890
33617,218090
33618,128604
33619,110990
33620,143025
33621,147580
33622,76100
33623,98610
33624,73480
33625,115994
33626,100302
33627,94350
33628,62558
33629,103827
33630,79080
33631,69250
33632,88670
33633,91106
33634,82490
33635,124261
33636,97942
33637,97320
33638,92065
33639,59067
33640,90115
33641,73349
33642,100882
33643,78938
33644,125440
33645,211794
33646,83890
33647,69310
33648,53144
33649,87150
33650,70651
33651,108447
33652,128671
33653,120829
33654,80932
33655,119625
33656,114587
33657,79919
33658,73380
33659,309100
33660,166314
33661,376313
33662,152431
33663,238746
33664,34344
33665,71737
33666,424966
33667,77292
33668,65100
33669,75856
33670,133887
33671,162487
33672,145915
33673,644312
33674,235112
33675,125555
33676,89901
33677,225818
33678,28120
33679,124343
33680,81055
33681,49653
33682,170719
33683,105187
33684,274092
33685,309017
33686,236083
33687,164025
33688,204143
33689,90713
33690,156905
33691,591730
33692,161460
33693,89566
33694,149470
33695,249412
33696,694384
33697,243449
33698,156672
33699,218768
33700,426450
33701,237660
33702,57718
33703,114130
33704,85580
33705,155000
33706,181050
33707,128248
33708,123650
33709,83380
33710,67261
33711,84000
33712,138760
33713,177622
33714,240856
33715,156067
33716,1060800
33717,235820
33718,140402
33719,53893
33720,116140
33721,57230
33722,115270
33723,402896
33724,103848
33725,64031
33726,119618
33727,61200
33728,511998
33729,69373
33730,76212
33731,612903
33732,660724
33733,163595
33734,127847
33735,245639
33736,139055
33737,247280
33738,180834
33739,93882
33740,73835
33741,145377
33742,81715
33743,117084
33744,113642
33745,36398
33746,233255
33747,99945
33748,139026
33749,107273
33750,160685
33751,143352
33752,113969
33753,100093
33754,124898
33755,154865
33756,157600
33757,144609
33758,163882
33759,236900
33760,592788
33761,265042
33762,80430
33763,44850
33764,110057
33765,72888
33766,333249
33767,145076
33768,77938
33769,348406
33770,1198252
33771,562759
33772,309937
33773,106206
33774,142210
33775,128186
33776,164800
33777,333518
33778,1136763
33779,151930
33780,542420
33781,172464
33782,224758
33783,253195
33784,74839
33785,237728
33786,507751
33787,405900
33788,93951
33789,90360
33790,842787
33791,144840
33792,222880
33793,332292
33794,276705
33795,115856
33796,83513
33797,124800
33798,153800
33799,99637
33800,157866
33801,96948
33802,49030
33803,98880
33804,69127
33805,28027
33806,110021
33807,45630
33808,84749
33809,157269
33810,106434
33811,69361
33812,61776
33813,369539
33814,82074
33815,106290
33816,86144
33817,180915
33818,55472
33819,49650
33820,82956
33821,111839
33822,62547
33823,118511
33824,66080
33825,37355
33826,128743
33827,75002
33828,93335
33829,149741
33830,124656
33831,104623
33832,84743
33833,63007
33834,140943
33835,169785
33836,121548
33837,123933
33838,122145
33839,24041
33840,122618
33841,48544
33842,91299
33843,36705
33844,124267
33845,96714
33846,132493
33847,203962
33848,112205
33849,85400
33850,99995
33851,338178
33852,850758
33853,116709
33854,357520
33855,82702
33856,250003
33857,57642
33858,115992
33859,76400
33860,163646
33861,60100
33862,92387
33863,102218
33864,131736
33865,149510
33866,127035
33867,528108
33868,184103
33869,89713
33870,166980
33871,116092
33872,536918
33873,267590
33874,187670
33875,590250
33876,749500
33877,110438
33878,39637
33879,94348
33880,148312
33881,133620
33882,209760
33883,172435
33884,59084
33885,111972
33886,120770
33887,339845
33888,187914
33889,164330
33890,134930
33891,107426
33892,110203
33893,69319
33894,60451
33895,114745
33896,88584
33897,92354
33898,170508
33899,207991
33900,92775
33901,203614
33902,116942
33903,71094
33904,406958
33905,215067
33906,218460
33907,217456
33908,103573
33909,109422
33910,233286
33911,121900
33912,127330
33913,202190
33914,178375
33915,147116
33916,223178
33917,137335
33918,82091
33919,117088
33920,30388
33921,272410
33922,228251
33923,155567
33924,125548
33925,113270
33926,164555
33927,77610
33928,195315
33929,255052
33930,339573
33931,114487
33932,155935
33933,178435
33934,105420
33935,118128
33936,141539
33937,105691
33938,127421
33939,114395
33940,223595
33941,156863
33942,384908
33943,34207
33944,400931
33945,64106
33946,73730
33947,122211
33948,656312
33949,83452
33950,108006
33951,106905
33952,136687
33953,459930
33954,655282
33955,181541
33956,388518
33957,582000
33958,830308
33959,462588
33960,777764
33961,559771
33962,243200
33963,209829
33964,99844
33965,146923
33966,222256
33967,171600
33968,327500
33969,177142
33970,564262
33971,370482
33972,321405
33973,102608
33974,110930
33975,639418
33976,229890
33977,108120
33978,176550
33979,156070
33980,175664
33981,807892
33982,491270
33983,331325
33984,1442580
33985,653278
33986,361750
33987,526677
33988,614935
33989,483147
33990,151565
33991,146152
33992,99476
33993,82387
33994,143418
33995,70806
33996,92190
33997,121476
33998,59706
33999,105476
34000,153239
34001,74732
34002,31038
34003,64037
34004,109627
34005,151642
34006,25897
34007,143670
34008,175097
34009,206064
34010,149235
34011,175498
34012,137795
34013,122158
34014,30777
34015,87030
34016,84779
34017,313768
34018,211038
34019,167738
34020,321717
34021,248000
34022,194445
34023,214860
34024,512235
34025,377235
34026,190175
34027,175575
34028,834113
34029,437690
34030,323440
34031,65800
34032,38681
34033,181874
34034,243093
34035,59975
34036,94379
34037,208678
34038,167048
34039,174170
34040,45830
34041,59945
34042,167995
34043,184185
34044,230555
34045,147705
34046,535600
34047,573861
34048,399168
34049,362748
34050,466000
34051,105035
34052,234830
34053,109890
34054,1005130
34055,242093
34056,211652
34057,238625
34058,194429
34059,46297
34060,123210
34061,127015
34062,197830
34063,34298
34064,224615
34065,66668
34066,89811
34067,53611
34068,67081
34069,96194
34070,95690
34071,94051
34072,70880
34073,117093
34074,107833
34075,85063
34076,30992
34077,67133
34078,57820
34079,66875
34080,17961
34081,178808
34082,96760
34083,120480
34084,391230
34085,172427
34086,205456
34087,288934
34088,503948
34089,103687
34090,113322
34091,548750
34092,116760
34093,120086
34094,84428
34095,211205
34096,99148
34097,125624
34098,178576
34099,52957
34100,110990
34101,502544
34102,116249
34103,58833
34104,192556
34105,168458
34106,169983
34107,149687
34108,374346
34109,130211
34110,157144
34111,226730
34112,54624
34113,111792
34114,36062
34115,183155
34116,390430
34117,70192
34118,99861
34119,142512
34120,65494
34121,183460
34122,414126
34123,157652
34124,106812
34125,250091
34126,96599
34127,144518
34128,141712
34129,97909
34130,176240
34131,110052
34132,156545
34133,143480
34134,477484
34135,198124
34136,174855
34137,1491460
34138,318952
34139,499978
34140,315531
34141,102915
34142,205001
34143,297376
34144,192887
34145,194527
34146,84468
34147,77041
34148,164205
34149,174843
34150,289456
34151,117443
34152,144092
34153,70964
34154,41761
34155,63387
34156,317438
34157,132018
34158,103396
34159,177093
34160,103229
34161,61791
34162,129877
34163,38434
34164,92035
34165,129765
34166,40949
34167,92606
34168,285307
34169,125578
34170,106692
34171,84360
34172,75038
34173,215264
34174,143504
34175,198356
34176,79087
34177,161897
34178,528442
34179,203496
34180,151072
34181,297718
34182,151632
34183,171742
34184,167752
34185,136200
34186,75484
34187,99229
34188,89261
34189,138700
34190,248212
34191,160092
34192,333938
34193,92307
34194,60783
34195,388111
34196,228893
34197,99306
34198,179712
34199,25526
34200,99640
34201,504106
34202,844509
34203,193361
34204,187517
34205,103450
34206,134531
34207,214267
34208,162375
34209,111783
34210,133780
34211,130075
34212,72508
34213,188163
34214,192923
34215,79976
34216,99317
34217,253093
34218,98733
34219,211825
34220,108140
34221,239890
34222,167533
34223,133832
34224,293370
34225,159245
34226,1801772
34227,125864
34228,68329
34229,178202
34230,174720
34231,556587
34232,210731
34233,815963
34234,679584
34235,810819
34236,160768
34237,126868
34238,103208
34239,51466
34240,76487
34241,86931
34242,351140
34243,182099
34244,186401
34245,142370
34246,68045
34247,197211
34248,240821
34249,80464
34250,65329
34251,902916
34252,132823
34253,171127
34254,201811
34255,324706
34256,325848
34257,170670
34258,167736
34259,193773
34260,148273
34261,278887
34262,139560
34263,56463
34264,84795
34265,115464
34266,118825
34267,295325
34268,148056
34269,115480
34270,217386
34271,149103
34272,602918
34273,515115
34274,128135
34275,489113
34276,87677
34277,82147
34278,107591
34279,49403
34280,141762
34281,82341
34282,100788
34283,81816
34284,161442
34285,96443
34286,73425
34287,108853
34288,104845
34289,124202
34290,92811
34291,208388
34292,246499
34293,265289
34294,204881
34295,330095
34296,127102
34297,171057
34298,156925
34299,124757
34300,90478
34301,349323
34302,431358
34303,691187
34304,98586
34305,187098
34306,186100
34307,73201
34308,68294
34309,308450
34310,141848
34311,130248
34312,140936
34313,507913
34314,318667
34315,79839
34316,433062
34317,153768
34318,204520
34319,149857
34320,52272
34321,126206
34322,305210
34323,94629
34324,148064
34325,78822
34326,70508
34327,104174
34328,491686
34329,57185
34330,115977
34331,150625
34332,70385
34333,104118
34334,51524
34335,69504
34336,58674
34337,93789
34338,69570
34339,67388
34340,72388
34341,102895
34342,121148
34343,112654
34344,92277
34345,75421
34346,948253
34347,446840
34348,149482
34349,129658
34350,72680
34351,117569
34352,202126
34353,65443
34354,65815
34355,45032
34356,51157
34357,159091
34358,51525
34359,68493
34360,57779
34361,57112
34362,57208
34363,203937
34364,86632
34365,143391
34366,81878
34367,109730
34368,220350
34369,42355
34370,104777
34371,207091
34372,317800
34373,645575
34374,220006
34375,108370
34376,210105
34377,185502
34378,882058
34379,98568
34380,88544
34381,123746
34382,310305
34383,260167
34384,270773
34385,1024062
34386,102237
34387,449262
34388,416824
34389,161429
34390,236160
34391,193123
34392,112058
34393,431107
34394,120592
34395,92641
34396,473316
34397,308955
34398,124338
34399,115909
34400,110806
34401,97502
34402,180020
34403,81687
34404,106152
34405,166257
34406,111859
34407,99658
34408,204210
34409,167392
34410,316821
34411,115846
34412,172596
34413,102148
34414,99921
34415,82651
34416,73334
34417,67757
34418,149344
34419,146829
34420,98355
34421,158656
34422,39635
34423,149085
34424,92156
34425,102919
34426,112018
34427,93796
34428,80530
34429,64796
34430,68564
34431,75767
34432,84290
34433,53797
34434,90990
34435,93088
34436,102788
34437,95193
34438,88086
34439,95848
34440,40442
34441,84217
34442,120735
34443,163525
34444,66071
34445,95905
34446,277649
34447,106210
34448,128320
34449,96501
34450,86586
34451,168412
34452,219273
34453,103959
34454,36465
34455,187867
34456,180598
34457,175767
34458,59400
34459,189585
34460,90493
34461,173420
34462,105039
34463,106503
34464,535825
34465,326097
34466,173445
34467,76727
34468,107662
34469,125757
34470,163966
34471,110105
34472,744080
34473,144091
34474,159709
34475,2507000
34476,93383
34477,134701
34478,99818
34479,107513
34480,77348
34481,162191
34482,106684
34483,55695
34484,114548
34485,105841
34486,64897
34487,91755
34488,57289
34489,235159
34490,95156
34491,126103
34492,267532
34493,247013
34494,141024
34495,281227
34496,41380
34497,166386
34498,120400
34499,214503
34500,161576
34501,208642
34502,53264
34503,35951
34504,53465
34505,30293
34506,240455
34507,71103
34508,118345
34509,576116
34510,116403
34511,534614
34512,1164922
34513,240601
34514,362580
34515,133781
34516,134945
34517,111123
34518,504282
34519,339784
34520,100876
34521,121529
34522,145955
34523,69962
34524,341029
34525,374438
34526,274053
34527,371852
34528,511145
34529,1266766
34530,170558
34531,547869
34532,720350
34533,258984
34534,1628459
34535,528870
34536,183557
34537,196278
34538,254978
34539,156580
34540,221437
34541,681900
34542,117222
34543,152951
34544,251470
34545,587465
34546,236219
34547,72215
34548,984364
34549,288306
34550,208760
34551,145360
34552,119778
34553,180073
34554,348560
34555,230139
34556,207705
34557,225434
34558,311807
34559,1334680
34560,69886
34561,165329
34562,152860
34563,108182
34564,95603
34565,215482
34566,305370
34567,259628
34568,105062
34569,486330
34570,86412
34571,145599
34572,471559
34573,187170
34574,136946
34575,125556
34576,97286
34577,161671
34578,283790
34579,532778
34580,121173
34581,43733
34582,303767
34583,146208
34584,131831
34585,203446
34586,195840
34587,159103
34588,293590
34589,889408
34590,195699
34591,167827
34592,203593
34593,604594
34594,318256
34595,945323
34596,47467
34597,291332
34598,132859
34599,111152
34600,291302
34601,402851
34602,70236
34603,686777
34604,551876
34605,231958
34606,168150
34607,152070
34608,134746
34609,62198
34610,362086
34611,606336
34612,185575
34613,102657
34614,346591
34615,220208
34616,166299
34617,335026
34618,1314943
34619,147193
34620,145814
34621,224011
34622,133496
34623,243048
34624,103247
34625,225520
34626,826804
34627,255640
34628,201306
34629,209678
34630,400801
34631,747228
34632,523485
34633,99649
34634,352478
34635,203538
34636,146615
34637,69312
34638,156862
34639,539223
34640,136132
34641,257560
34642,159064
34643,342141
34644,250710
34645,734854
34646,165427
34647,121806
34648,189955
34649,164669
34650,100356
34651,290063
34652,413687
34653,51620
34654,225572
34655,146247
34656,89667
34657,81656
34658,252164
34659,104836
34660,61518
34661,140783
34662,205453
34663,443951
34664,77400
34665,186876
34666,148005
34667,81208
34668,79507
34669,142180
34670,318715
34671,271895
34672,130240
34673,56092
34674,37764
34675,152741
34676,440025
34677,212172
34678,69416
34679,114036
34680,383083
34681,398317
34682,213877
34683,169416
34684,257223
34685,347553
34686,671927
34687,616761
34688,558422
34689,80941
34690,131830
34691,112278
34692,128481
34693,92385
34694,204255
34695,369828
34696,172053
34697,445260
34698,446163
34699,232481
34700,1534700
34701,441403
34702,243763
34703,94372
34704,93939
34705,123175
34706,108660
34707,116695
34708,85631
34709,158099
34710,139950
34711,183048
34712,101465
34713,348728
34714,155135
34715,260347
34716,101481
34717,272793
34718,183353
34719,132405
34720,407750
34721,77160
34722,196162
34723,286689
34724,110745
34725,203165
34726,311898
34727,122140
34728,160446
34729,72394
34730,208386
34731,197178
34732,210660
34733,96687
34734,170607
34735,173470
34736,241390
34737,67559
34738,256866
34739,55527
34740,93960
34741,127716
34742,276565
34743,631856
34744,180444
34745,56380
34746,84803
34747,114705
34748,398062
34749,419771
34750,303574
34751,331722
34752,80244
34753,295834
34754,373454
34755,255831
34756,184511
34757,194170
34758,190720
34759,521451
34760,130925
34761,161432
34762,307304
34763,414472
34764,649050
34765,132498
34766,196857
34767,197727
34768,608130
34769,142910
34770,203961
34771,395427
34772,398276
34773,255825
34774,125615
34775,589898
34776,72000
34777,255586
34778,446965
34779,77430
34780,63526
34781,121790
34782,1166182
34783,354000
34784,415015
34785,458952
34786,330140
34787,896543
34788,230502
34789,173832
34790,126380
34791,371866
34792,519758
34793,556375
34794,186900
34795,194285
34796,973279
34797,235152
34798,306258
34799,286536
34800,551748
34801,108640
34802,245630
34803,154947
34804,283464
34805,169520
34806,256624
34807,352703
34808,75948
34809,269220
34810,183205
34811,69476
34812,198368
34813,121607
34814,138933
34815,108515
34816,189492
34817,106350
34818,255948
34819,420926
34820,146920
34821,74642
34822,95566
34823,582499
34824,91253
34825,73421
34826,101006
34827,145878
34828,117514
34829,85956
34830,108400
34831,239968
34832,131586
34833,65851
34834,78894
34835,118199
34836,152332
34837,289050
34838,84962
34839,302682
34840,148552
34841,193885
34842,72042
34843,267083
34844,132618
34845,279741
34846,127497
34847,242100
34848,278541
34849,127544
34850,201098
34851,346825
34852,115764
34853,139912
34854,54714
34855,363778
34856,146320
34857,120436
34858,164896
34859,68753
34860,129204
34861,80912
34862,74425
34863,92200
34864,93160
34865,263522
34866,151398
34867,78658
34868,223626
34869,92525
34870,107130
34871,117790
34872,193357
34873,503305
34874,70874
34875,339712
34876,128265
34877,193364
34878,162353
34879,121538
34880,203431
34881,87341
34882,468744
34883,92463
34884,205514
34885,130085
34886,150782
34887,152738
34888,174260
34889,174600
34890,178250
34891,140658
34892,148980
34893,127804
34894,90422
34895,131783
34896,136287
34897,96760
34898,277490
34899,142406
34900,198015
34901,233937
34902,185610
34903,220155
34904,111968
34905,143818
34906,313300
34907,250580
34908,205100
34909,136820
34910,539636
34911,135580
34912,202036
34913,135332
34914,1054500
34915,84575
34916,219328
34917,198655
34918,143571
34919,198900
34920,162717
34921,196670
34922,225608
34923,102735
34924,308380
34925,157819
34926,137708
34927,198480
34928,144293
34929,145928
34930,141217
34931,120647
34932,122613
34933,182038
34934,70850
34935,89983
34936,187580
34937,138950
34938,245940
34939,140970
34940,152515
34941,137927
34942,236475
34943,239680
34944,217050
34945,263940
34946,180780
34947,214950
34948,285138
34949,441059
34950,252536
34951,100731
34952,90558
34953,71703
34954,173816
34955,121530
34956,96128
34957,141864
34958,161160
34959,107434
34960,126804
34961,128708
34962,124124
34963,107570
34964,132300
34965,179740
34966,146575
34967,83015
34968,98464
34969,147584
34970,228098
34971,145937
34972,129680
34973,201215
34974,179932
34975,151935
34976,140400
34977,221925
34978,246540
34979,190873
34980,143068
34981,223491
34982,207126
34983,126864
34984,158980
34985,91190
34986,156530
34987,124690
34988,114920
34989,126920
34990,123770
34991,89230
34992,129949
34993,199270
34994,144505
34995,135071
34996,283222
34997,292714
34998,378519
34999,125235
35000,254745
35001,184701
35002,230427
35003,264488
35004,346033
35005,111792
35006,202518
35007,122244
35008,268185
35009,208236
35010,522288
35011,638050
35012,252738
35013,114420
35014,67426
35015,82964
35016,160258
35017,69869
35018,93526
35019,140974
35020,262320
35021,134971
35022,142760
35023,371130
35024,610891
35025,150982
35026,159711
35027,113452
35028,152425
35029,451602
35030,252912
35031,252968
35032,381491
35033,209182
35034,217425
35035,309486
35036,472668
35037,298426
35038,255196
35039,37510
35040,24881
35041,463032
35042,549528
35043,234246
35044,447104
35045,422427
35046,636382
35047,235616
35048,276628
35049,215706
35050,1408462
35051,204005
35052,177841
35053,624384
35054,175437
35055,1156560
35056,342129
35057,159984
35058,853276
35059,243580
35060,401661
35061,1238200
35062,70511
35063,135080
35064,61526
35065,240511
35066,96574
35067,385901
35068,221410
35069,297947
35070,247640
35071,307500
35072,222826
35073,75733
35074,522809
35075,221590
35076,209472
35077,125996
35078,241544
35079,335950
35080,424956
35081,248768
35082,258408
35083,220266
35084,317377
35085,89569
35086,442246
35087,247068
35088,72638
35089,119032
35090,294969
35091,137433
35092,169940
35093,159190
35094,534874
35095,134370
35096,213535
35097,52753
35098,104319
35099,359498
35100,104897
35101,78124
35102,365624
35103,51189
35104,263570
35105,160760
35106,271530
35107,87666
35108,269064
35109,170925
35110,79900
35111,49930
35112,471533
35113,218042
35114,115870
35115,179973
35116,44036
35117,271899
35118,112830
35119,49730
35120,134465
35121,262018
35122,229856
35123,390000
35124,358708
35125,188539
35126,644404
35127,445372
35128,1959800
35129,247547
35130,136576
35131,149525
35132,174356
35133,152990
35134,1934038
35135,190220
35136,257210
35137,86245
35138,161338
35139,155336
35140,496422
35141,258272
35142,265350
35143,140860
35144,165470
35145,46586
35146,40220
35147,329741
35148,417338
35149,687008
35150,130086
35151,284075
35152,190410
35153,359480
35154,204393
35155,249048
35156,272126
35157,105514
35158,509936
35159,174764
35160,182853
35161,114306
35162,231351
35163,104562
35164,173685
35165,196181
35166,117516
35167,273704
35168,115058
35169,171386
35170,376597
35171,315871
35172,137455
35173,209684
35174,136430
35175,100965
35176,240690
35177,201100
35178,135954
35179,271478
35180,198436
35181,111250
35182,293910
35183,349338
35184,393780
35185,194732
35186,207906
35187,192922
35188,161843
35189,535899
35190,312579
35191,154715
35192,107244
35193,141249
35194,113946
35195,115508
35196,153087
35197,63114
35198,121160
35199,108579
35200,287625
35201,52408
35202,87009
35203,235397
35204,212925
35205,232450
35206,86795
35207,80332
35208,274352
35209,668708
35210,357968
35211,518867
35212,386108
35213,188194
35214,143185
35215,395887
35216,366304
35217,427451
35218,80063
35219,245005
35220,554069
35221,147574
35222,181397
35223,131210
35224,119854
35225,215070
35226,190820
35227,120406
35228,226571
35229,135637
35230,129379
35231,446055
35232,129437
35233,209712
35234,323717
35235,91072
35236,157117
35237,205455
35238,112755
35239,103677
35240,65190
35241,207759
35242,38592
35243,296795
35244,191390
35245,44506
35246,370697
35247,1333210
35248,125355
35249,168106
35250,206280
35251,615081
35252,47572
35253,2334862
35254,243732
35255,344029
35256,138294
35257,54706
35258,859536
35259,431137
35260,196324
35261,111010
35262,331080
35263,218842
35264,214314
35265,112061
35266,98442
35267,161051
35268,324778
35269,208474
35270,99599
35271,120608
35272,99004
35273,643400
35274,343532
35275,508334
35276,135963
35277,164496
35278,194265
35279,1487906
35280,105695
35281,52702
35282,112075
35283,110968
35284,67918
35285,98560
35286,110505
35287,71955
35288,62038
35289,117535
35290,47144
35291,104795
35292,70095
35293,412595
35294,41922
35295,50285
35296,107677
35297,406461
35298,140685
35299,888635
35300,528145
35301,462907
35302,147643
35303,259643
35304,142065
